id,user_id,amount,reason,source,created_at
351,f4793612-bd5c-52c4-b29e-226fe28a77ca,5,daily_login,2026-05-27,2026-05-27T07:13:00+00:00
352,52ab3a8f-ec5c-5e66-bcd5-efc304512118,5,daily_login,2026-05-27,2026-05-27T07:18:00+00:00
353,4966bb54-4d4f-5992-8586-1bd44991d17f,5,daily_login,2026-05-27,2026-05-27T07:22:00+00:00
354,02bf8d95-eee4-5287-b363-0551cc4a6d51,5,daily_login,2026-05-27,2026-05-27T07:23:00+00:00
355,ffe47fd1-7989-5728-addd-50b504edd889,5,daily_login,2026-05-27,2026-05-27T07:24:00+00:00
356,61347d09-09eb-5f04-a4ec-fe830319799f,5,daily_login,2026-05-27,2026-05-27T07:24:00+00:00
357,e502b694-466f-5e1f-9293-146b264ae20c,5,daily_login,2026-05-27,2026-05-27T07:27:00+00:00
358,ac9c9500-b7e4-5bbe-8f4e-a40a6201979a,50,profile_complete,onboarding,2026-05-27T07:30:00+00:00
359,44f09dba-7a20-5f46-840b-4670e6c7eb92,5,daily_login,2026-05-27,2026-05-27T07:33:00+00:00
360,5d857806-7d61-533b-bc12-af2d7b775d29,5,daily_login,2026-05-27,2026-05-27T07:35:00+00:00
361,eb397f92-99ac-5f0f-8f81-3540865f0477,5,daily_login,2026-05-27,2026-05-27T07:38:00+00:00
362,e5b7ccce-2cb7-5b6e-95a5-32ffacbca87f,5,daily_login,2026-05-27,2026-05-27T07:42:00+00:00
363,77c684c4-9514-5edc-85ff-1052c8544c14,5,daily_login,2026-05-27,2026-05-27T07:42:00+00:00
364,3bc3e38a-5ff7-5330-ab2d-8add18e85d57,5,daily_login,2026-05-27,2026-05-27T07:45:00+00:00
365,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,5,daily_login,2026-05-27,2026-05-27T07:46:00+00:00
366,f21481e8-5bf3-5aa6-a7e0-fe6e26920e28,10,signup,signup,2026-05-27T20:30:00+00:00
367,f21481e8-5bf3-5aa6-a7e0-fe6e26920e28,50,profile_complete,onboarding,2026-05-27T21:30:00+00:00
368,adfbbf3c-5175-5e0a-bf98-b8854f2081c2,10,signup,signup,2026-05-28T00:30:00+00:00
369,adfbbf3c-5175-5e0a-bf98-b8854f2081c2,50,profile_complete,onboarding,2026-05-28T01:30:00+00:00
370,3d016498-e16a-5ad9-95c7-b633dfc6a142,10,signup,signup,2026-05-28T03:30:00+00:00
371,3d016498-e16a-5ad9-95c7-b633dfc6a142,50,profile_complete,onboarding,2026-05-28T04:30:00+00:00
372,341a0cef-f4a9-53ee-8980-229dc154ff4e,10,signup,signup,2026-05-28T04:30:00+00:00
373,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,10,signup,signup,2026-05-28T04:30:00+00:00
374,341a0cef-f4a9-53ee-8980-229dc154ff4e,50,profile_complete,onboarding,2026-05-28T05:30:00+00:00
375,63fdd1e3-9db3-5b05-9799-510eea6abab7,10,signup,signup,2026-05-28T05:30:00+00:00
376,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,50,profile_complete,onboarding,2026-05-28T05:30:00+00:00
377,06657aeb-b604-5b0d-9281-d2e5afb78a9d,10,signup,signup,2026-05-28T05:30:00+00:00
378,63fdd1e3-9db3-5b05-9799-510eea6abab7,50,profile_complete,onboarding,2026-05-28T06:30:00+00:00
379,06657aeb-b604-5b0d-9281-d2e5afb78a9d,50,profile_complete,onboarding,2026-05-28T06:30:00+00:00
380,06657aeb-b604-5b0d-9281-d2e5afb78a9d,5,daily_login,2026-05-28,2026-05-28T07:16:00+00:00
381,d3175e63-6121-5d55-b429-df91670d9aca,5,daily_login,2026-05-28,2026-05-28T07:18:00+00:00
382,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,5,daily_login,2026-05-28,2026-05-28T07:19:00+00:00
383,63fdd1e3-9db3-5b05-9799-510eea6abab7,5,daily_login,2026-05-28,2026-05-28T07:20:00+00:00
384,4845dc43-0c9d-5f09-aa4a-62e68abb5d12,5,daily_login,2026-05-28,2026-05-28T07:21:00+00:00
385,4966bb54-4d4f-5992-8586-1bd44991d17f,5,daily_login,2026-05-28,2026-05-28T07:22:00+00:00
386,35e87bcc-650c-5e3f-9741-3f0c54905b6f,5,daily_login,2026-05-28,2026-05-28T07:23:00+00:00
387,a60d0128-bffa-5d2d-9915-36693e6bc3ba,5,daily_login,2026-05-28,2026-05-28T07:26:00+00:00
388,e502b694-466f-5e1f-9293-146b264ae20c,5,daily_login,2026-05-28,2026-05-28T07:27:00+00:00
389,e747fee0-a84b-5f51-98a3-7481903c9023,5,daily_login,2026-05-28,2026-05-28T07:34:00+00:00
390,9edec740-5de6-5c27-8233-5cf72946b182,5,daily_login,2026-05-28,2026-05-28T07:36:00+00:00
391,eb397f92-99ac-5f0f-8f81-3540865f0477,5,daily_login,2026-05-28,2026-05-28T07:38:00+00:00
392,96ccee9a-30f2-56cd-b597-a927c84e0f75,5,daily_login,2026-05-28,2026-05-28T07:41:00+00:00
393,77c684c4-9514-5edc-85ff-1052c8544c14,5,daily_login,2026-05-28,2026-05-28T07:42:00+00:00
394,b5be680a-732e-55e0-bc5d-b80e831ff33a,5,daily_login,2026-05-28,2026-05-28T07:42:00+00:00
395,daa36188-60fd-56a2-938b-70b1b51084b0,5,daily_login,2026-05-28,2026-05-28T07:43:00+00:00
396,e137404e-9196-525c-b17a-44dc96d29f29,5,daily_login,2026-05-28,2026-05-28T07:44:00+00:00
397,3bc3e38a-5ff7-5330-ab2d-8add18e85d57,5,daily_login,2026-05-28,2026-05-28T07:45:00+00:00
398,8819cb55-67e6-5a55-98c8-d80446975a9e,10,signup,signup,2026-05-28T18:30:00+00:00
399,8819cb55-67e6-5a55-98c8-d80446975a9e,50,profile_complete,onboarding,2026-05-28T19:30:00+00:00
400,f223e569-d735-5980-b77b-25d459e64a37,10,signup,signup,2026-05-28T20:30:00+00:00
401,f223e569-d735-5980-b77b-25d459e64a37,50,profile_complete,onboarding,2026-05-28T21:30:00+00:00
402,082b47e7-5a06-5a34-bd49-595c82b2b196,10,signup,signup,2026-05-28T23:30:00+00:00
403,082b47e7-5a06-5a34-bd49-595c82b2b196,50,profile_complete,onboarding,2026-05-29T00:30:00+00:00
404,ae7ac442-d880-5cd8-bc30-8d21c5f7dc54,10,signup,signup,2026-05-29T00:30:00+00:00
405,ae7ac442-d880-5cd8-bc30-8d21c5f7dc54,50,profile_complete,onboarding,2026-05-29T01:30:00+00:00
406,e3efd234-c7f9-5957-937f-661b1c3981ef,10,signup,signup,2026-05-29T02:30:00+00:00
407,d2a70bca-a25c-522f-9b7e-c967b69503cc,10,signup,signup,2026-05-29T02:30:00+00:00
408,e3efd234-c7f9-5957-937f-661b1c3981ef,50,profile_complete,onboarding,2026-05-29T03:30:00+00:00
409,d2a70bca-a25c-522f-9b7e-c967b69503cc,50,profile_complete,onboarding,2026-05-29T03:30:00+00:00
410,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,10,signup,signup,2026-05-29T06:30:00+00:00
411,e0b64119-ecb0-52a5-852d-39c211ce337a,10,signup,signup,2026-05-29T06:30:00+00:00
412,06657aeb-b604-5b0d-9281-d2e5afb78a9d,5,daily_login,2026-05-29,2026-05-29T07:16:00+00:00
413,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,5,daily_login,2026-05-29,2026-05-29T07:19:00+00:00
414,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,5,daily_login,2026-05-29,2026-05-29T07:21:00+00:00
415,4966bb54-4d4f-5992-8586-1bd44991d17f,5,daily_login,2026-05-29,2026-05-29T07:22:00+00:00
416,02bf8d95-eee4-5287-b363-0551cc4a6d51,5,daily_login,2026-05-29,2026-05-29T07:23:00+00:00
417,651ce25b-8132-52d9-8f74-889f22c3bb5c,5,daily_login,2026-05-29,2026-05-29T07:24:00+00:00
418,ffe47fd1-7989-5728-addd-50b504edd889,5,daily_login,2026-05-29,2026-05-29T07:24:00+00:00
419,58074159-53d7-5a52-8436-d84a05af35a9,5,daily_login,2026-05-29,2026-05-29T07:24:00+00:00
420,61347d09-09eb-5f04-a4ec-fe830319799f,5,daily_login,2026-05-29,2026-05-29T07:24:00+00:00
421,a60d0128-bffa-5d2d-9915-36693e6bc3ba,5,daily_login,2026-05-29,2026-05-29T07:26:00+00:00
422,e502b694-466f-5e1f-9293-146b264ae20c,5,daily_login,2026-05-29,2026-05-29T07:27:00+00:00
423,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,50,profile_complete,onboarding,2026-05-29T07:30:00+00:00
424,e0b64119-ecb0-52a5-852d-39c211ce337a,50,profile_complete,onboarding,2026-05-29T07:30:00+00:00
425,0e992dba-f631-52d1-b7e3-76faec77c33f,5,daily_login,2026-05-29,2026-05-29T07:31:00+00:00
426,1062abbb-4fcd-51a9-95fc-5474e4af7640,5,daily_login,2026-05-29,2026-05-29T07:32:00+00:00
427,96ccee9a-30f2-56cd-b597-a927c84e0f75,5,daily_login,2026-05-29,2026-05-29T07:41:00+00:00
428,77c684c4-9514-5edc-85ff-1052c8544c14,5,daily_login,2026-05-29,2026-05-29T07:42:00+00:00
429,e137404e-9196-525c-b17a-44dc96d29f29,5,daily_login,2026-05-29,2026-05-29T07:44:00+00:00
430,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,5,daily_login,2026-05-29,2026-05-29T07:46:00+00:00
431,5a4b137d-2ebb-5c75-8cdd-bf77406b4b9f,10,signup,signup,2026-05-29T21:30:00+00:00
432,5a4b137d-2ebb-5c75-8cdd-bf77406b4b9f,50,profile_complete,onboarding,2026-05-29T22:30:00+00:00
433,96dbbdad-601e-5bc2-9d1a-78f9f6349a39,10,signup,signup,2026-05-29T22:30:00+00:00
434,b55b4f74-ded6-5cf1-aae0-9ad89c03c10c,10,signup,signup,2026-05-29T23:30:00+00:00
435,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,10,signup,signup,2026-05-29T23:30:00+00:00
436,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,10,signup,signup,2026-05-29T23:30:00+00:00
437,96dbbdad-601e-5bc2-9d1a-78f9f6349a39,50,profile_complete,onboarding,2026-05-29T23:30:00+00:00
438,b55b4f74-ded6-5cf1-aae0-9ad89c03c10c,50,profile_complete,onboarding,2026-05-30T00:30:00+00:00
439,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,50,profile_complete,onboarding,2026-05-30T00:30:00+00:00
440,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,50,profile_complete,onboarding,2026-05-30T00:30:00+00:00
441,7bdf8ad6-1318-5f74-9112-e2b655e215a2,10,signup,signup,2026-05-30T00:30:00+00:00
442,33ba5d16-c38c-5bcf-9896-ea8ae81d6e7b,10,signup,signup,2026-05-30T01:30:00+00:00
443,7bdf8ad6-1318-5f74-9112-e2b655e215a2,50,profile_complete,onboarding,2026-05-30T01:30:00+00:00
444,33ba5d16-c38c-5bcf-9896-ea8ae81d6e7b,50,profile_complete,onboarding,2026-05-30T02:30:00+00:00
445,84047d01-74e6-5a08-a20e-b5c25e3eff3e,10,signup,signup,2026-05-30T04:30:00+00:00
446,84047d01-74e6-5a08-a20e-b5c25e3eff3e,50,profile_complete,onboarding,2026-05-30T05:30:00+00:00
447,bf54d417-d834-5d3e-a7f9-106377fe05a5,10,signup,signup,2026-05-30T06:30:00+00:00
448,cac67f41-f5af-5268-9e2d-34feac0dc9fa,10,signup,signup,2026-05-30T06:30:00+00:00
449,adfbbf3c-5175-5e0a-bf98-b8854f2081c2,5,daily_login,2026-05-30,2026-05-30T07:14:00+00:00
450,a6b8342c-310b-5b88-9c07-602dbd646488,5,daily_login,2026-05-30,2026-05-30T07:17:00+00:00
451,52ab3a8f-ec5c-5e66-bcd5-efc304512118,5,daily_login,2026-05-30,2026-05-30T07:18:00+00:00
452,96dbbdad-601e-5bc2-9d1a-78f9f6349a39,5,daily_login,2026-05-30,2026-05-30T07:18:00+00:00
453,4966bb54-4d4f-5992-8586-1bd44991d17f,5,daily_login,2026-05-30,2026-05-30T07:22:00+00:00
454,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,5,daily_login,2026-05-30,2026-05-30T07:23:00+00:00
455,02bf8d95-eee4-5287-b363-0551cc4a6d51,5,daily_login,2026-05-30,2026-05-30T07:23:00+00:00
456,ffe47fd1-7989-5728-addd-50b504edd889,5,daily_login,2026-05-30,2026-05-30T07:24:00+00:00
457,58074159-53d7-5a52-8436-d84a05af35a9,5,daily_login,2026-05-30,2026-05-30T07:24:00+00:00
458,a60d0128-bffa-5d2d-9915-36693e6bc3ba,5,daily_login,2026-05-30,2026-05-30T07:26:00+00:00
459,e502b694-466f-5e1f-9293-146b264ae20c,5,daily_login,2026-05-30,2026-05-30T07:27:00+00:00
460,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,5,daily_login,2026-05-30,2026-05-30T07:27:00+00:00
461,e3efd234-c7f9-5957-937f-661b1c3981ef,5,daily_login,2026-05-30,2026-05-30T07:28:00+00:00
462,bf54d417-d834-5d3e-a7f9-106377fe05a5,50,profile_complete,onboarding,2026-05-30T07:30:00+00:00
463,cac67f41-f5af-5268-9e2d-34feac0dc9fa,50,profile_complete,onboarding,2026-05-30T07:30:00+00:00
464,082b47e7-5a06-5a34-bd49-595c82b2b196,5,daily_login,2026-05-30,2026-05-30T07:31:00+00:00
465,729fe171-fa0d-547e-b374-39bd19f4c645,5,daily_login,2026-05-30,2026-05-30T07:32:00+00:00
466,84047d01-74e6-5a08-a20e-b5c25e3eff3e,5,daily_login,2026-05-30,2026-05-30T07:33:00+00:00
467,44f09dba-7a20-5f46-840b-4670e6c7eb92,5,daily_login,2026-05-30,2026-05-30T07:33:00+00:00
468,e747fee0-a84b-5f51-98a3-7481903c9023,5,daily_login,2026-05-30,2026-05-30T07:34:00+00:00
469,9edec740-5de6-5c27-8233-5cf72946b182,5,daily_login,2026-05-30,2026-05-30T07:36:00+00:00
470,eb397f92-99ac-5f0f-8f81-3540865f0477,5,daily_login,2026-05-30,2026-05-30T07:38:00+00:00
471,96ccee9a-30f2-56cd-b597-a927c84e0f75,5,daily_login,2026-05-30,2026-05-30T07:41:00+00:00
472,33ba5d16-c38c-5bcf-9896-ea8ae81d6e7b,5,daily_login,2026-05-30,2026-05-30T07:41:00+00:00
473,77c684c4-9514-5edc-85ff-1052c8544c14,5,daily_login,2026-05-30,2026-05-30T07:42:00+00:00
474,b5be680a-732e-55e0-bc5d-b80e831ff33a,5,daily_login,2026-05-30,2026-05-30T07:42:00+00:00
475,e137404e-9196-525c-b17a-44dc96d29f29,5,daily_login,2026-05-30,2026-05-30T07:44:00+00:00
476,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,5,daily_login,2026-05-30,2026-05-30T07:46:00+00:00
477,ab45f9eb-3fee-5ea5-bccb-faffc50f3e76,10,signup,signup,2026-05-30T18:30:00+00:00
478,ab45f9eb-3fee-5ea5-bccb-faffc50f3e76,50,profile_complete,onboarding,2026-05-30T19:30:00+00:00
479,51420309-4688-52d6-84b9-51c0dc3a900e,10,signup,signup,2026-05-30T19:30:00+00:00
480,6cf4bb40-4d81-5eb3-b9d9-5841cd55724e,10,signup,signup,2026-05-30T19:30:00+00:00
481,51420309-4688-52d6-84b9-51c0dc3a900e,50,profile_complete,onboarding,2026-05-30T20:30:00+00:00
482,6cf4bb40-4d81-5eb3-b9d9-5841cd55724e,50,profile_complete,onboarding,2026-05-30T20:30:00+00:00
483,473b12ab-4d0d-5b7f-89b2-c0a1e2405c60,10,signup,signup,2026-05-30T20:30:00+00:00
