id,user_id,book_id,chapter_id,progress_percent,completed,completed_chapters,book_completion_awarded,last_read_at,created_at,updated_at
155,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,7,7,80,false,"{3,4,5,6}",false,2026-09-19T01:53:00+00:00,2026-09-19T01:17:00+00:00,2026-09-19T01:53:00+00:00
156,88a268b0-6bca-5583-b041-ffdbc51be7e6,10,22,80,false,"{18,19,20,21}",false,2026-09-19T01:52:00+00:00,2026-09-19T01:16:00+00:00,2026-09-19T01:52:00+00:00
157,88a268b0-6bca-5583-b041-ffdbc51be7e6,16,52,80,false,"{48,49,50,51}",false,2026-09-19T03:52:00+00:00,2026-09-19T03:16:00+00:00,2026-09-19T03:52:00+00:00
158,a992f17b-79b6-5dcf-aed4-2aebaa5775c7,12,31,60,false,"{28,29,30}",false,2026-09-19T01:39:00+00:00,2026-09-19T01:15:00+00:00,2026-09-19T01:39:00+00:00
159,e502b694-466f-5e1f-9293-146b264ae20c,13,34,20,false,{33},false,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00
160,e502b694-466f-5e1f-9293-146b264ae20c,9,14,20,false,{13},false,2026-09-19T03:13:00+00:00,2026-09-19T03:13:00+00:00,2026-09-19T03:13:00+00:00
161,84da666c-c47c-572e-b2c9-3b6f35881596,11,24,20,false,{23},false,2026-09-19T01:12:00+00:00,2026-09-19T01:12:00+00:00,2026-09-19T01:12:00+00:00
162,0e49007f-82be-5238-a956-37d8f7b40d4c,10,22,80,false,"{18,19,20,21}",false,2026-09-19T01:47:00+00:00,2026-09-19T01:11:00+00:00,2026-09-19T01:47:00+00:00
163,082b47e7-5a06-5a34-bd49-595c82b2b196,11,24,20,false,{23},false,2026-09-19T01:09:00+00:00,2026-09-19T01:09:00+00:00,2026-09-19T01:09:00+00:00
164,ee289908-380a-5bb3-8fdc-0990b203929b,10,19,20,false,{18},false,2026-09-19T01:08:00+00:00,2026-09-19T01:08:00+00:00,2026-09-19T01:08:00+00:00
165,84047d01-74e6-5a08-a20e-b5c25e3eff3e,15,47,100,true,"{43,44,45,46,47}",true,2026-09-19T01:55:00+00:00,2026-09-19T01:07:00+00:00,2026-09-19T01:55:00+00:00
166,5d857806-7d61-533b-bc12-af2d7b775d29,7,7,80,false,"{3,4,5,6}",false,2026-09-19T01:41:00+00:00,2026-09-19T01:05:00+00:00,2026-09-19T01:41:00+00:00
167,554a90ae-c448-548d-a552-cd8f1c340cbd,10,20,40,false,"{18,19}",false,2026-09-19T01:16:00+00:00,2026-09-19T01:04:00+00:00,2026-09-19T01:16:00+00:00
168,4cf03b5a-e2ca-57f2-95b8-16a3b92247e6,16,48,0,false,{},false,2026-09-19T01:03:00+00:00,2026-09-19T01:03:00+00:00,2026-09-19T01:03:00+00:00
169,4cf03b5a-e2ca-57f2-95b8-16a3b92247e6,10,19,20,false,{18},false,2026-09-19T03:03:00+00:00,2026-09-19T03:03:00+00:00,2026-09-19T03:03:00+00:00
170,302b84f9-9053-5cf7-bed0-305678227875,7,6,60,false,"{3,4,5}",false,2026-09-19T01:25:00+00:00,2026-09-19T01:01:00+00:00,2026-09-19T01:25:00+00:00
171,7b48b183-5d87-500f-9cec-2e003c19efac,12,31,60,false,"{28,29,30}",false,2026-09-19T01:24:00+00:00,2026-09-19T01:00:00+00:00,2026-09-19T01:24:00+00:00
172,96ccee9a-30f2-56cd-b597-a927c84e0f75,10,19,20,false,{18},false,2026-09-19T00:59:00+00:00,2026-09-19T00:59:00+00:00,2026-09-19T00:59:00+00:00
173,daa36188-60fd-56a2-938b-70b1b51084b0,14,40,40,false,"{38,39}",false,2026-09-19T01:09:00+00:00,2026-09-19T00:57:00+00:00,2026-09-19T01:09:00+00:00
174,36016ab9-3cc9-5f6a-8bc7-1d138ad9cb43,14,40,40,false,"{38,39}",false,2026-09-19T01:08:00+00:00,2026-09-19T00:56:00+00:00,2026-09-19T01:08:00+00:00
175,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,15,44,20,false,{43},false,2026-09-19T00:55:00+00:00,2026-09-19T00:55:00+00:00,2026-09-19T00:55:00+00:00
176,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,11,24,20,false,{23},false,2026-09-19T02:55:00+00:00,2026-09-19T02:55:00+00:00,2026-09-19T02:55:00+00:00
177,95ff45a0-9b28-55cb-bba6-22a608a4e30d,11,25,40,false,"{23,24}",false,2026-09-19T01:05:00+00:00,2026-09-19T00:53:00+00:00,2026-09-19T01:05:00+00:00
178,f0f4eb8c-a1ed-50a1-bc7d-2863700a31a5,8,11,60,false,"{8,9,10}",false,2026-09-19T01:16:00+00:00,2026-09-19T00:52:00+00:00,2026-09-19T01:16:00+00:00
179,f0f4eb8c-a1ed-50a1-bc7d-2863700a31a5,16,50,40,false,"{48,49}",false,2026-09-19T03:04:00+00:00,2026-09-19T02:52:00+00:00,2026-09-19T03:04:00+00:00
180,50de23a6-cd45-55ac-adb0-06d14b4ed8ce,11,26,60,false,"{23,24,25}",false,2026-09-19T01:15:00+00:00,2026-09-19T00:51:00+00:00,2026-09-19T01:15:00+00:00
181,a36cd93c-2f0c-5956-9a51-8094e39a7bed,7,6,60,false,"{3,4,5}",false,2026-09-19T01:13:00+00:00,2026-09-19T00:49:00+00:00,2026-09-19T01:13:00+00:00
182,6e82bb3e-ede8-5803-ba1a-cc3aa8766199,13,36,60,false,"{33,34,35}",false,2026-09-19T01:12:00+00:00,2026-09-19T00:48:00+00:00,2026-09-19T01:12:00+00:00
183,64b591cd-4cbe-577a-aba9-ee6912328a58,10,19,20,false,{18},false,2026-09-19T00:47:00+00:00,2026-09-19T00:47:00+00:00,2026-09-19T00:47:00+00:00
184,64b591cd-4cbe-577a-aba9-ee6912328a58,12,30,40,false,"{28,29}",false,2026-09-19T02:59:00+00:00,2026-09-19T02:47:00+00:00,2026-09-19T02:59:00+00:00
185,52ab3a8f-ec5c-5e66-bcd5-efc304512118,14,40,40,false,"{38,39}",false,2026-09-19T00:57:00+00:00,2026-09-19T00:45:00+00:00,2026-09-19T00:57:00+00:00
186,52ab3a8f-ec5c-5e66-bcd5-efc304512118,11,27,80,false,"{23,24,25,26}",false,2026-09-19T03:21:00+00:00,2026-09-19T02:45:00+00:00,2026-09-19T03:21:00+00:00
187,52ab3a8f-ec5c-5e66-bcd5-efc304512118,16,50,40,false,"{48,49}",false,2026-09-19T04:57:00+00:00,2026-09-19T04:45:00+00:00,2026-09-19T04:57:00+00:00
188,5a4b137d-2ebb-5c75-8cdd-bf77406b4b9f,7,3,0,false,{},false,2026-09-19T00:44:00+00:00,2026-09-19T00:44:00+00:00,2026-09-19T00:44:00+00:00
189,f4b545d6-b6c0-54b8-847e-101d68428b48,10,20,40,false,"{18,19}",false,2026-09-19T00:55:00+00:00,2026-09-19T00:43:00+00:00,2026-09-19T00:55:00+00:00
190,f4b545d6-b6c0-54b8-847e-101d68428b48,13,35,40,false,"{33,34}",false,2026-09-19T02:55:00+00:00,2026-09-19T02:43:00+00:00,2026-09-19T02:55:00+00:00
191,8819cb55-67e6-5a55-98c8-d80446975a9e,11,27,80,false,"{23,24,25,26}",false,2026-09-19T01:17:00+00:00,2026-09-19T00:41:00+00:00,2026-09-19T01:17:00+00:00
192,e0b64119-ecb0-52a5-852d-39c211ce337a,12,30,40,false,"{28,29}",false,2026-09-19T01:42:00+00:00,2026-09-19T01:30:00+00:00,2026-09-19T01:42:00+00:00
193,e0b64119-ecb0-52a5-852d-39c211ce337a,13,35,40,false,"{33,34}",false,2026-09-19T03:42:00+00:00,2026-09-19T03:30:00+00:00,2026-09-19T03:42:00+00:00
194,ae96d203-7a11-52ed-9e02-cd93c3dda603,16,52,80,false,"{48,49,50,51}",false,2026-09-19T02:05:00+00:00,2026-09-19T01:29:00+00:00,2026-09-19T02:05:00+00:00
195,ae96d203-7a11-52ed-9e02-cd93c3dda603,10,22,100,true,"{18,19,20,21,22}",true,2026-09-19T04:17:00+00:00,2026-09-19T03:29:00+00:00,2026-09-19T04:17:00+00:00
196,ae96d203-7a11-52ed-9e02-cd93c3dda603,12,30,40,false,"{28,29}",false,2026-09-19T05:41:00+00:00,2026-09-19T05:29:00+00:00,2026-09-19T05:41:00+00:00
197,baa8ef70-5b01-5a49-84cb-71c353290705,7,4,20,false,{3},false,2026-09-19T01:27:00+00:00,2026-09-19T01:27:00+00:00,2026-09-19T01:27:00+00:00
198,baa8ef70-5b01-5a49-84cb-71c353290705,8,10,40,false,"{8,9}",false,2026-09-19T03:39:00+00:00,2026-09-19T03:27:00+00:00,2026-09-19T03:39:00+00:00
199,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,16,51,60,false,"{48,49,50}",false,2026-09-19T01:50:00+00:00,2026-09-19T01:26:00+00:00,2026-09-19T01:50:00+00:00
200,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,10,20,40,false,"{18,19}",false,2026-09-19T03:38:00+00:00,2026-09-19T03:26:00+00:00,2026-09-19T03:38:00+00:00
201,f3744506-cae3-5f81-8a4f-506a60395be8,12,31,60,false,"{28,29,30}",false,2026-09-19T01:49:00+00:00,2026-09-19T01:25:00+00:00,2026-09-19T01:49:00+00:00
202,96373821-4bf4-53b8-bd24-bb64bbb3b84e,13,35,40,false,"{33,34}",false,2026-09-19T01:35:00+00:00,2026-09-19T01:23:00+00:00,2026-09-19T01:35:00+00:00
203,96373821-4bf4-53b8-bd24-bb64bbb3b84e,11,26,60,false,"{23,24,25}",false,2026-09-19T03:47:00+00:00,2026-09-19T03:23:00+00:00,2026-09-19T03:47:00+00:00
204,45cee65b-db52-5dff-b09d-0ee1ac2be20f,11,26,60,false,"{23,24,25}",false,2026-09-19T01:46:00+00:00,2026-09-19T01:22:00+00:00,2026-09-19T01:46:00+00:00
205,95927b04-f214-5c26-878d-fb55176e41bc,13,35,40,false,"{33,34}",false,2026-09-19T01:33:00+00:00,2026-09-19T01:21:00+00:00,2026-09-19T01:33:00+00:00
206,19e81afb-74c1-5b4a-9af3-469f3b610235,8,10,40,false,"{8,9}",false,2026-09-19T01:31:00+00:00,2026-09-19T01:19:00+00:00,2026-09-19T01:31:00+00:00
207,19e81afb-74c1-5b4a-9af3-469f3b610235,15,44,20,false,{43},false,2026-09-19T03:19:00+00:00,2026-09-19T03:19:00+00:00,2026-09-19T03:19:00+00:00
208,19e81afb-74c1-5b4a-9af3-469f3b610235,7,5,40,false,"{3,4}",false,2026-09-19T05:31:00+00:00,2026-09-19T05:19:00+00:00,2026-09-19T05:31:00+00:00
209,d48cab4b-e48b-59ae-88d6-41d5d463569d,13,37,100,true,"{33,34,35,36,37}",true,2026-09-19T02:06:00+00:00,2026-09-19T01:18:00+00:00,2026-09-19T02:06:00+00:00
210,d48cab4b-e48b-59ae-88d6-41d5d463569d,10,22,80,false,"{18,19,20,21}",false,2026-09-19T03:54:00+00:00,2026-09-19T03:18:00+00:00,2026-09-19T03:54:00+00:00
211,7e6a1243-34f5-52e6-862f-e5f3b2ebe640,7,3,0,false,{},false,2026-09-19T01:17:00+00:00,2026-09-19T01:17:00+00:00,2026-09-19T01:17:00+00:00
212,7e6a1243-34f5-52e6-862f-e5f3b2ebe640,15,44,20,false,{43},false,2026-09-19T03:17:00+00:00,2026-09-19T03:17:00+00:00,2026-09-19T03:17:00+00:00
213,7e6a1243-34f5-52e6-862f-e5f3b2ebe640,14,39,20,false,{38},false,2026-09-19T05:17:00+00:00,2026-09-19T05:17:00+00:00,2026-09-19T05:17:00+00:00
214,eb397f92-99ac-5f0f-8f81-3540865f0477,11,26,60,false,"{23,24,25}",false,2026-09-19T01:39:00+00:00,2026-09-19T01:15:00+00:00,2026-09-19T01:39:00+00:00
215,eb397f92-99ac-5f0f-8f81-3540865f0477,10,19,20,false,{18},false,2026-09-19T03:15:00+00:00,2026-09-19T03:15:00+00:00,2026-09-19T03:15:00+00:00
216,25797954-b022-582e-8349-e1e2c141368c,14,41,60,false,"{38,39,40}",false,2026-09-19T01:38:00+00:00,2026-09-19T01:14:00+00:00,2026-09-19T01:38:00+00:00
217,bb4b0d34-59a4-5948-a9be-a1aa6caece55,14,41,60,false,"{38,39,40}",false,2026-09-19T01:37:00+00:00,2026-09-19T01:13:00+00:00,2026-09-19T01:37:00+00:00
218,bb4b0d34-59a4-5948-a9be-a1aa6caece55,13,34,20,false,{33},false,2026-09-19T03:13:00+00:00,2026-09-19T03:13:00+00:00,2026-09-19T03:13:00+00:00
219,f223e569-d735-5980-b77b-25d459e64a37,10,21,60,false,"{18,19,20}",false,2026-09-19T01:35:00+00:00,2026-09-19T01:11:00+00:00,2026-09-19T01:35:00+00:00
220,dfe9e449-d177-56af-a679-d3e1c78c5c02,9,17,80,false,"{13,14,15,16}",false,2026-09-19T01:46:00+00:00,2026-09-19T01:10:00+00:00,2026-09-19T01:46:00+00:00
221,dfe9e449-d177-56af-a679-d3e1c78c5c02,16,49,20,false,{48},false,2026-09-19T03:10:00+00:00,2026-09-19T03:10:00+00:00,2026-09-19T03:10:00+00:00
222,a5526e82-ef69-522b-b3ad-df818658bde0,10,22,100,true,"{18,19,20,21,22}",true,2026-09-19T01:57:00+00:00,2026-09-19T01:09:00+00:00,2026-09-19T01:57:00+00:00
223,6690668c-e73d-51ff-9ca4-36bec9b8c175,7,3,0,false,{},false,2026-09-19T01:07:00+00:00,2026-09-19T01:07:00+00:00,2026-09-19T01:07:00+00:00
224,f2561442-8439-5138-9a3b-8bcf96f16609,13,36,60,false,"{33,34,35}",false,2026-09-19T01:30:00+00:00,2026-09-19T01:06:00+00:00,2026-09-19T01:30:00+00:00
225,f2561442-8439-5138-9a3b-8bcf96f16609,9,17,100,true,"{13,14,15,16,17}",true,2026-09-19T03:54:00+00:00,2026-09-19T03:06:00+00:00,2026-09-19T03:54:00+00:00
226,f2561442-8439-5138-9a3b-8bcf96f16609,14,42,100,true,"{38,39,40,41,42}",true,2026-09-19T05:54:00+00:00,2026-09-19T05:06:00+00:00,2026-09-19T05:54:00+00:00
227,37b7aed3-d207-54f7-b4ec-0e05c50eaeb2,13,36,60,false,"{33,34,35}",false,2026-09-19T01:29:00+00:00,2026-09-19T01:05:00+00:00,2026-09-19T01:29:00+00:00
228,f1fb49f6-8f16-5086-a3b3-1c5e169f9ad4,10,19,20,false,{18},false,2026-09-19T01:03:00+00:00,2026-09-19T01:03:00+00:00,2026-09-19T01:03:00+00:00
229,f1fb49f6-8f16-5086-a3b3-1c5e169f9ad4,16,50,40,false,"{48,49}",false,2026-09-19T03:15:00+00:00,2026-09-19T03:03:00+00:00,2026-09-19T03:15:00+00:00
230,adfbbf3c-5175-5e0a-bf98-b8854f2081c2,16,50,40,false,"{48,49}",false,2026-09-19T01:14:00+00:00,2026-09-19T01:02:00+00:00,2026-09-19T01:14:00+00:00
231,20b63262-d3e6-555a-95b2-84fc87694a19,10,21,60,false,"{18,19,20}",false,2026-09-19T01:25:00+00:00,2026-09-19T01:01:00+00:00,2026-09-19T01:25:00+00:00
232,20b63262-d3e6-555a-95b2-84fc87694a19,16,50,40,false,"{48,49}",false,2026-09-19T03:13:00+00:00,2026-09-19T03:01:00+00:00,2026-09-19T03:13:00+00:00
233,9355c2cf-38db-5118-9b77-3d5b5b3870df,8,12,80,false,"{8,9,10,11}",false,2026-09-19T01:35:00+00:00,2026-09-19T00:59:00+00:00,2026-09-19T01:35:00+00:00
234,9355c2cf-38db-5118-9b77-3d5b5b3870df,15,44,20,false,{43},false,2026-09-19T02:59:00+00:00,2026-09-19T02:59:00+00:00,2026-09-19T02:59:00+00:00
235,fd96bbd1-5601-5c99-a1e2-04b09168b35e,12,32,80,false,"{28,29,30,31}",false,2026-09-19T01:34:00+00:00,2026-09-19T00:58:00+00:00,2026-09-19T01:34:00+00:00
236,cb162f3d-006f-544e-bfa6-f9abb8a52026,15,47,100,true,"{43,44,45,46,47}",true,2026-09-19T01:45:00+00:00,2026-09-19T00:57:00+00:00,2026-09-19T01:45:00+00:00
237,7bdf8ad6-1318-5f74-9112-e2b655e215a2,11,25,40,false,"{23,24}",false,2026-09-19T01:07:00+00:00,2026-09-19T00:55:00+00:00,2026-09-19T01:07:00+00:00
238,7bdf8ad6-1318-5f74-9112-e2b655e215a2,14,39,20,false,{38},false,2026-09-19T02:55:00+00:00,2026-09-19T02:55:00+00:00,2026-09-19T02:55:00+00:00
239,7bdf8ad6-1318-5f74-9112-e2b655e215a2,10,21,60,false,"{18,19,20}",false,2026-09-19T05:19:00+00:00,2026-09-19T04:55:00+00:00,2026-09-19T05:19:00+00:00
240,368442e7-2dfe-5df4-9ab7-a468b984050a,8,12,100,true,"{8,9,10,11,12}",true,2026-09-19T01:42:00+00:00,2026-09-19T00:54:00+00:00,2026-09-19T01:42:00+00:00
241,4c310820-12d3-5128-9a45-973db446b59e,7,7,100,true,"{3,4,5,6,7}",true,2026-09-19T01:41:00+00:00,2026-09-19T00:53:00+00:00,2026-09-19T01:41:00+00:00
242,53f78f7e-e2df-586b-b483-5748c92d0f9f,7,4,20,false,{3},false,2026-09-19T00:51:00+00:00,2026-09-19T00:51:00+00:00,2026-09-19T00:51:00+00:00
243,a60d0128-bffa-5d2d-9915-36693e6bc3ba,7,7,80,false,"{3,4,5,6}",false,2026-09-19T01:26:00+00:00,2026-09-19T00:50:00+00:00,2026-09-19T01:26:00+00:00
244,458287c3-1628-5e26-8930-0d88ae11ce1a,9,17,80,false,"{13,14,15,16}",false,2026-09-19T01:25:00+00:00,2026-09-19T00:49:00+00:00,2026-09-19T01:25:00+00:00
245,458287c3-1628-5e26-8930-0d88ae11ce1a,10,18,0,false,{},false,2026-09-19T02:49:00+00:00,2026-09-19T02:49:00+00:00,2026-09-19T02:49:00+00:00
246,f0ca4141-ccff-5472-ba76-f4b194108c7b,8,12,100,true,"{8,9,10,11,12}",true,2026-09-19T01:35:00+00:00,2026-09-19T00:47:00+00:00,2026-09-19T01:35:00+00:00
247,f0ca4141-ccff-5472-ba76-f4b194108c7b,7,5,40,false,"{3,4}",false,2026-09-19T02:59:00+00:00,2026-09-19T02:47:00+00:00,2026-09-19T02:59:00+00:00
248,54561bf4-fe37-5b37-934d-9c7f81542f8b,8,10,40,false,"{8,9}",false,2026-09-19T00:58:00+00:00,2026-09-19T00:46:00+00:00,2026-09-19T00:58:00+00:00
249,f8f213c7-3d61-567e-9735-5e3e9498b892,12,29,20,false,{28},false,2026-09-19T00:45:00+00:00,2026-09-19T00:45:00+00:00,2026-09-19T00:45:00+00:00
250,f8f213c7-3d61-567e-9735-5e3e9498b892,15,44,20,false,{43},false,2026-09-19T02:45:00+00:00,2026-09-19T02:45:00+00:00,2026-09-19T02:45:00+00:00
251,8300625d-d3f5-5264-8503-98a2bfbf60d8,16,49,20,false,{48},false,2026-09-19T00:43:00+00:00,2026-09-19T00:43:00+00:00,2026-09-19T00:43:00+00:00
252,e747fee0-a84b-5f51-98a3-7481903c9023,14,42,80,false,"{38,39,40,41}",false,2026-09-19T01:18:00+00:00,2026-09-19T00:42:00+00:00,2026-09-19T01:18:00+00:00
253,ac9c9500-b7e4-5bbe-8f4e-a40a6201979a,7,4,20,false,{3},false,2026-09-19T00:41:00+00:00,2026-09-19T00:41:00+00:00,2026-09-19T00:41:00+00:00
254,5ce94e6e-a987-5fd1-90b2-94a1174f9376,14,40,40,false,"{38,39}",false,2026-09-19T01:41:00+00:00,2026-09-19T01:29:00+00:00,2026-09-19T01:41:00+00:00
255,ec6d706d-7dba-534b-8700-e6752dbd06e1,15,44,20,false,{43},false,2026-09-19T01:28:00+00:00,2026-09-19T01:28:00+00:00,2026-09-19T01:28:00+00:00
256,ec6d706d-7dba-534b-8700-e6752dbd06e1,16,50,40,false,"{48,49}",false,2026-09-19T03:40:00+00:00,2026-09-19T03:28:00+00:00,2026-09-19T03:40:00+00:00
257,ec6d706d-7dba-534b-8700-e6752dbd06e1,12,29,20,false,{28},false,2026-09-19T05:28:00+00:00,2026-09-19T05:28:00+00:00,2026-09-19T05:28:00+00:00
258,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,13,34,20,false,{33},false,2026-09-19T01:27:00+00:00,2026-09-19T01:27:00+00:00,2026-09-19T01:27:00+00:00
259,0b532307-3033-5baf-b61c-915d1213c01f,8,12,100,true,"{8,9,10,11,12}",true,2026-09-19T02:13:00+00:00,2026-09-19T01:25:00+00:00,2026-09-19T02:13:00+00:00
260,0b532307-3033-5baf-b61c-915d1213c01f,13,36,60,false,"{33,34,35}",false,2026-09-19T03:49:00+00:00,2026-09-19T03:25:00+00:00,2026-09-19T03:49:00+00:00
261,0b532307-3033-5baf-b61c-915d1213c01f,16,49,20,false,{48},false,2026-09-19T05:25:00+00:00,2026-09-19T05:25:00+00:00,2026-09-19T05:25:00+00:00
262,77c684c4-9514-5edc-85ff-1052c8544c14,11,27,100,true,"{23,24,25,26,27}",true,2026-09-19T02:12:00+00:00,2026-09-19T01:24:00+00:00,2026-09-19T02:12:00+00:00
263,77c684c4-9514-5edc-85ff-1052c8544c14,10,20,40,false,"{18,19}",false,2026-09-19T03:36:00+00:00,2026-09-19T03:24:00+00:00,2026-09-19T03:36:00+00:00
264,a070c6d0-c23b-5036-b352-f16db0d6ec8e,10,20,40,false,"{18,19}",false,2026-09-19T01:35:00+00:00,2026-09-19T01:23:00+00:00,2026-09-19T01:35:00+00:00
265,d2a70bca-a25c-522f-9b7e-c967b69503cc,13,33,0,false,{},false,2026-09-19T01:21:00+00:00,2026-09-19T01:21:00+00:00,2026-09-19T01:21:00+00:00
266,bf54d417-d834-5d3e-a7f9-106377fe05a5,8,8,0,false,{},false,2026-09-19T01:20:00+00:00,2026-09-19T01:20:00+00:00,2026-09-19T01:20:00+00:00
267,bf54d417-d834-5d3e-a7f9-106377fe05a5,12,32,100,true,"{28,29,30,31,32}",true,2026-09-19T04:08:00+00:00,2026-09-19T03:20:00+00:00,2026-09-19T04:08:00+00:00
268,bf54d417-d834-5d3e-a7f9-106377fe05a5,11,27,100,true,"{23,24,25,26,27}",true,2026-09-19T06:08:00+00:00,2026-09-19T05:20:00+00:00,2026-09-19T06:08:00+00:00
269,af808cd8-ab34-515f-a8a0-a1b0719a537b,14,39,20,false,{38},false,2026-09-19T01:19:00+00:00,2026-09-19T01:19:00+00:00,2026-09-19T01:19:00+00:00
270,af808cd8-ab34-515f-a8a0-a1b0719a537b,12,31,60,false,"{28,29,30}",false,2026-09-19T03:43:00+00:00,2026-09-19T03:19:00+00:00,2026-09-19T03:43:00+00:00
271,af808cd8-ab34-515f-a8a0-a1b0719a537b,7,6,60,false,"{3,4,5}",false,2026-09-19T05:43:00+00:00,2026-09-19T05:19:00+00:00,2026-09-19T05:43:00+00:00
272,f985b68e-39ae-5c83-8468-2b126802c414,12,32,80,false,"{28,29,30,31}",false,2026-09-19T01:53:00+00:00,2026-09-19T01:17:00+00:00,2026-09-19T01:53:00+00:00
273,f21481e8-5bf3-5aa6-a7e0-fe6e26920e28,13,37,80,false,"{33,34,35,36}",false,2026-09-19T01:52:00+00:00,2026-09-19T01:16:00+00:00,2026-09-19T01:52:00+00:00
274,34046d1a-c67e-5a81-b9d5-47dd4840c4fe,14,40,40,false,"{38,39}",false,2026-09-19T01:27:00+00:00,2026-09-19T01:15:00+00:00,2026-09-19T01:27:00+00:00
275,34046d1a-c67e-5a81-b9d5-47dd4840c4fe,11,25,40,false,"{23,24}",false,2026-09-19T03:27:00+00:00,2026-09-19T03:15:00+00:00,2026-09-19T03:27:00+00:00
276,eb3717c1-cd92-5eeb-af40-9df7f3132426,15,44,20,false,{43},false,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00
277,9b2e34a9-6722-598e-a857-e346acd294bf,12,29,20,false,{28},false,2026-09-19T01:12:00+00:00,2026-09-19T01:12:00+00:00,2026-09-19T01:12:00+00:00
278,9b2e34a9-6722-598e-a857-e346acd294bf,13,36,60,false,"{33,34,35}",false,2026-09-19T03:36:00+00:00,2026-09-19T03:12:00+00:00,2026-09-19T03:36:00+00:00
279,96dbbdad-601e-5bc2-9d1a-78f9f6349a39,14,41,60,false,"{38,39,40}",false,2026-09-19T01:35:00+00:00,2026-09-19T01:11:00+00:00,2026-09-19T01:35:00+00:00
280,341a0cef-f4a9-53ee-8980-229dc154ff4e,9,14,20,false,{13},false,2026-09-19T01:09:00+00:00,2026-09-19T01:09:00+00:00,2026-09-19T01:09:00+00:00
281,341a0cef-f4a9-53ee-8980-229dc154ff4e,16,49,20,false,{48},false,2026-09-19T03:09:00+00:00,2026-09-19T03:09:00+00:00,2026-09-19T03:09:00+00:00
282,1b1e4344-fde4-5cc2-b82c-4fb458696522,13,36,60,false,"{33,34,35}",false,2026-09-19T01:32:00+00:00,2026-09-19T01:08:00+00:00,2026-09-19T01:32:00+00:00
283,1b1e4344-fde4-5cc2-b82c-4fb458696522,14,42,80,false,"{38,39,40,41}",false,2026-09-19T03:44:00+00:00,2026-09-19T03:08:00+00:00,2026-09-19T03:44:00+00:00
