id,user_id,thread_id,comment_id,value,created_at
134,4966bb54-4d4f-5992-8586-1bd44991d17f,115,\N,1,2026-09-13T09:30:00+00:00
135,84047d01-74e6-5a08-a20e-b5c25e3eff3e,115,\N,1,2026-09-13T09:30:00+00:00
136,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,115,\N,1,2026-09-13T09:30:00+00:00
137,ac9c9500-b7e4-5bbe-8f4e-a40a6201979a,115,\N,1,2026-09-13T09:30:00+00:00
138,5c465a9a-bc36-5d7b-b5a2-0f18d9dab68a,\N,211,1,2026-09-08T10:00:00+00:00
139,0bd9c807-50b6-567b-befe-96c80ed2fc9d,\N,211,1,2026-09-08T10:40:00+00:00
140,1dd6da2f-292d-52b5-8e0e-a84885e81ba1,\N,212,1,2026-09-08T17:00:00+00:00
141,c6286e16-5e03-594c-aa67-861b8ba91b33,116,\N,1,2026-09-09T00:30:00+00:00
142,bdc5faf6-386d-5338-99a0-32d156bcbd68,\N,213,1,2026-09-01T09:00:00+00:00
143,a5526e82-ef69-522b-b3ad-df818658bde0,\N,214,1,2026-09-01T16:00:00+00:00
144,54561bf4-fe37-5b37-934d-9c7f81542f8b,\N,215,1,2026-09-01T23:00:00+00:00
145,06657aeb-b604-5b0d-9281-d2e5afb78a9d,\N,216,1,2026-09-02T06:00:00+00:00
146,dfe9e449-d177-56af-a679-d3e1c78c5c02,117,\N,1,2026-09-02T06:30:00+00:00
147,49a9d8f7-08ea-5972-af3a-0ca0a6c06e59,117,\N,1,2026-09-02T06:30:00+00:00
148,ae7ac442-d880-5cd8-bc30-8d21c5f7dc54,117,\N,1,2026-09-02T06:30:00+00:00
149,61347d09-09eb-5f04-a4ec-fe830319799f,117,\N,1,2026-09-02T06:30:00+00:00
150,9cba29b2-e169-54f3-9d61-1d5013f80312,117,\N,1,2026-09-02T06:30:00+00:00
151,783491ec-2857-52e8-a102-766d7abba6d2,117,\N,1,2026-09-02T06:30:00+00:00
152,ef763ec1-f93c-5744-9640-4ca59adf9347,117,\N,1,2026-09-02T06:30:00+00:00
153,d48cab4b-e48b-59ae-88d6-41d5d463569d,117,\N,1,2026-09-02T06:30:00+00:00
154,fb400c3e-ecd0-522e-8b8e-1323946be71a,117,\N,1,2026-09-02T06:30:00+00:00
155,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,117,\N,1,2026-09-02T06:30:00+00:00
156,9355c2cf-38db-5118-9b77-3d5b5b3870df,117,\N,1,2026-09-02T06:30:00+00:00
157,e7c63421-97d2-555e-9731-46cb0f04f637,117,\N,1,2026-09-02T06:30:00+00:00
158,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,\N,218,1,2026-08-15T10:00:00+00:00
159,341a0cef-f4a9-53ee-8980-229dc154ff4e,\N,218,1,2026-08-15T10:40:00+00:00
160,49a9d8f7-08ea-5972-af3a-0ca0a6c06e59,\N,218,1,2026-08-15T11:20:00+00:00
161,6b9b6012-cdb4-50eb-8ad0-01c36516df23,\N,218,1,2026-08-15T12:00:00+00:00
162,e3efd234-c7f9-5957-937f-661b1c3981ef,\N,218,1,2026-08-15T12:40:00+00:00
163,b0ebc690-efe0-594f-bd55-e4d7ec3454bc,\N,218,1,2026-08-15T13:20:00+00:00
164,8300625d-d3f5-5264-8503-98a2bfbf60d8,\N,220,1,2026-08-16T00:00:00+00:00
165,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,\N,220,1,2026-08-16T00:40:00+00:00
166,1bc15434-bc22-56cc-a890-336efd2a11e5,118,\N,1,2026-08-16T00:30:00+00:00
167,f223e569-d735-5980-b77b-25d459e64a37,118,\N,1,2026-08-16T00:30:00+00:00
168,e3efd234-c7f9-5957-937f-661b1c3981ef,118,\N,1,2026-08-16T00:30:00+00:00
169,d48cab4b-e48b-59ae-88d6-41d5d463569d,118,\N,1,2026-08-16T00:30:00+00:00
170,2e2e8079-6c9e-51c9-bc7e-1475045fd514,\N,221,1,2026-08-01T03:00:00+00:00
171,473b12ab-4d0d-5b7f-89b2-c0a1e2405c60,\N,222,1,2026-08-01T10:00:00+00:00
172,d767d4bb-a2aa-587a-90f9-23d0689ae52a,119,\N,1,2026-08-02T00:30:00+00:00
173,01c00e49-c4d6-5d4b-bbc1-8aa3fe21ba2a,119,\N,1,2026-08-02T00:30:00+00:00
174,d3175e63-6121-5d55-b429-df91670d9aca,\N,223,1,2026-09-17T12:00:00+00:00
175,d5dc7189-89df-5fd7-983f-1124b6de3d68,\N,223,1,2026-09-17T12:40:00+00:00
176,3d5b480d-3962-5c76-96ca-5459d65372aa,\N,224,1,2026-09-17T19:00:00+00:00
177,f21481e8-5bf3-5aa6-a7e0-fe6e26920e28,\N,224,1,2026-09-17T19:40:00+00:00
178,405fd522-6b0d-52fc-b397-dc3ce2e4a2ea,\N,225,1,2026-09-18T02:00:00+00:00
179,e3efd234-c7f9-5957-937f-661b1c3981ef,\N,225,1,2026-09-18T02:40:00+00:00
180,adfbbf3c-5175-5e0a-bf98-b8854f2081c2,120,\N,1,2026-09-18T09:30:00+00:00
181,58074159-53d7-5a52-8436-d84a05af35a9,120,\N,1,2026-09-18T09:30:00+00:00
182,fbdfefdb-ca2d-5a0e-87ed-62021c1c11d4,120,\N,1,2026-09-18T09:30:00+00:00
183,baa8ef70-5b01-5a49-84cb-71c353290705,120,\N,1,2026-09-18T09:30:00+00:00
184,ae96d203-7a11-52ed-9e02-cd93c3dda603,120,\N,1,2026-09-18T09:30:00+00:00
185,a60d0128-bffa-5d2d-9915-36693e6bc3ba,120,\N,1,2026-09-18T09:30:00+00:00
186,1062abbb-4fcd-51a9-95fc-5474e4af7640,120,\N,1,2026-09-18T09:30:00+00:00
187,8fa5b823-1a70-59f7-9bb2-b3d5f36dc82b,120,\N,1,2026-09-18T09:30:00+00:00
188,52ab3a8f-ec5c-5e66-bcd5-efc304512118,\N,226,1,2026-08-08T07:00:00+00:00
189,7e6a1243-34f5-52e6-862f-e5f3b2ebe640,121,\N,1,2026-08-09T04:30:00+00:00
190,341a0cef-f4a9-53ee-8980-229dc154ff4e,121,\N,1,2026-08-09T04:30:00+00:00
191,82a5c89c-0b3a-58b9-9259-837a5348a5c2,121,\N,1,2026-08-09T04:30:00+00:00
192,50d6350f-ffd4-59ad-a1ff-65a49a77a913,121,\N,1,2026-08-09T04:30:00+00:00
193,e502b694-466f-5e1f-9293-146b264ae20c,121,\N,1,2026-08-09T04:30:00+00:00
194,5a4b137d-2ebb-5c75-8cdd-bf77406b4b9f,121,\N,1,2026-08-09T04:30:00+00:00
195,302b84f9-9053-5cf7-bed0-305678227875,121,\N,1,2026-08-09T04:30:00+00:00
196,ab45f9eb-3fee-5ea5-bccb-faffc50f3e76,121,\N,1,2026-08-09T04:30:00+00:00
197,a60d0128-bffa-5d2d-9915-36693e6bc3ba,121,\N,1,2026-08-09T04:30:00+00:00
198,c6286e16-5e03-594c-aa67-861b8ba91b33,121,\N,1,2026-08-09T04:30:00+00:00
199,ffe47fd1-7989-5728-addd-50b504edd889,121,\N,1,2026-08-09T04:30:00+00:00
200,e0b64119-ecb0-52a5-852d-39c211ce337a,121,\N,1,2026-08-09T04:30:00+00:00
201,774fd1d7-ca6b-5177-9d91-fc7b24739425,121,\N,1,2026-08-09T04:30:00+00:00
202,a0a53b38-722a-56e6-a52c-fe0e06169a59,121,\N,1,2026-08-09T04:30:00+00:00
203,ae96d203-7a11-52ed-9e02-cd93c3dda603,121,\N,1,2026-08-09T04:30:00+00:00
204,49a9d8f7-08ea-5972-af3a-0ca0a6c06e59,121,\N,1,2026-08-09T04:30:00+00:00
205,8819cb55-67e6-5a55-98c8-d80446975a9e,122,\N,1,2026-09-04T09:30:00+00:00
206,f6e8344b-87f4-5461-93fc-b01ff1ae4265,\N,227,1,2026-07-22T12:00:00+00:00
207,a5526e82-ef69-522b-b3ad-df818658bde0,123,\N,1,2026-07-23T09:30:00+00:00
208,3d016498-e16a-5ad9-95c7-b633dfc6a142,\N,228,1,2026-08-21T03:00:00+00:00
209,06657aeb-b604-5b0d-9281-d2e5afb78a9d,\N,228,1,2026-08-21T03:40:00+00:00
210,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,\N,229,1,2026-08-21T10:00:00+00:00
211,e0b64119-ecb0-52a5-852d-39c211ce337a,\N,229,1,2026-08-21T10:40:00+00:00
212,35e87bcc-650c-5e3f-9741-3f0c54905b6f,\N,230,1,2026-08-21T17:00:00+00:00
213,651ce25b-8132-52d9-8f74-889f22c3bb5c,\N,230,1,2026-08-21T17:40:00+00:00
214,d48cab4b-e48b-59ae-88d6-41d5d463569d,\N,230,1,2026-08-21T18:20:00+00:00
215,096499d2-73d6-5063-9dd4-a7c1aebac61d,\N,230,1,2026-08-21T19:00:00+00:00
216,001e944b-e64e-5742-afb7-5e04327e41ee,124,\N,1,2026-08-22T00:30:00+00:00
217,8819cb55-67e6-5a55-98c8-d80446975a9e,124,\N,1,2026-08-22T00:30:00+00:00
218,33ba5d16-c38c-5bcf-9896-ea8ae81d6e7b,124,\N,1,2026-08-22T00:30:00+00:00
219,9047d24d-0775-5f10-bf17-6e8fc62c5884,124,\N,1,2026-08-22T00:30:00+00:00
220,f6e8344b-87f4-5461-93fc-b01ff1ae4265,124,\N,1,2026-08-22T00:30:00+00:00
221,61347d09-09eb-5f04-a4ec-fe830319799f,124,\N,1,2026-08-22T00:30:00+00:00
222,1767869f-381f-59b9-acac-01da2d539e40,124,\N,1,2026-08-22T00:30:00+00:00
223,dfe9e449-d177-56af-a679-d3e1c78c5c02,124,\N,1,2026-08-22T00:30:00+00:00
224,673e8617-3280-5bfa-85a6-738a6d64aac6,124,\N,1,2026-08-22T00:30:00+00:00
225,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,124,\N,1,2026-08-22T00:30:00+00:00
226,b897da16-1a55-5740-8129-7d502e6f44b8,124,\N,1,2026-08-22T00:30:00+00:00
227,95ff45a0-9b28-55cb-bba6-22a608a4e30d,124,\N,1,2026-08-22T00:30:00+00:00
228,51420309-4688-52d6-84b9-51c0dc3a900e,\N,231,1,2026-08-28T06:00:00+00:00
229,302b84f9-9053-5cf7-bed0-305678227875,\N,231,1,2026-08-28T06:40:00+00:00
230,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,\N,231,1,2026-08-28T07:20:00+00:00
231,7f0221a7-4703-52e7-8b26-fa2cd7303c90,\N,231,1,2026-08-28T08:00:00+00:00
232,0e992dba-f631-52d1-b7e3-76faec77c33f,\N,231,1,2026-08-28T08:40:00+00:00
233,eb3717c1-cd92-5eeb-af40-9df7f3132426,\N,231,1,2026-08-28T09:20:00+00:00
234,af808cd8-ab34-515f-a8a0-a1b0719a537b,\N,234,1,2026-08-29T03:00:00+00:00
235,35e87bcc-650c-5e3f-9741-3f0c54905b6f,125,\N,1,2026-08-29T03:30:00+00:00
236,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,125,\N,1,2026-08-29T03:30:00+00:00
237,64b591cd-4cbe-577a-aba9-ee6912328a58,125,\N,1,2026-08-29T03:30:00+00:00
238,baa8ef70-5b01-5a49-84cb-71c353290705,125,\N,1,2026-08-29T03:30:00+00:00
239,d2a70bca-a25c-522f-9b7e-c967b69503cc,125,\N,1,2026-08-29T03:30:00+00:00
240,9c9c228f-3bd5-5da4-b666-fbfab93b4b7e,125,\N,1,2026-08-29T03:30:00+00:00
241,6988340a-a3c1-5fda-a996-711f1723c649,125,\N,1,2026-08-29T03:30:00+00:00
242,e137404e-9196-525c-b17a-44dc96d29f29,125,\N,1,2026-08-29T03:30:00+00:00
243,9a026691-28ff-5880-9da3-006735af19d3,125,\N,1,2026-08-29T03:30:00+00:00
244,3d5b480d-3962-5c76-96ca-5459d65372aa,125,\N,1,2026-08-29T03:30:00+00:00
245,d16e3cdc-2868-563d-867d-62fa9b8b24ea,125,\N,1,2026-08-29T03:30:00+00:00
246,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,125,\N,1,2026-08-29T03:30:00+00:00
247,34046d1a-c67e-5a81-b9d5-47dd4840c4fe,\N,235,1,2026-08-14T08:00:00+00:00
248,458287c3-1628-5e26-8930-0d88ae11ce1a,\N,237,1,2026-08-14T22:00:00+00:00
249,facb4557-eabe-5f8b-89cc-f223b91c89b7,\N,237,1,2026-08-14T22:40:00+00:00
250,cb162f3d-006f-544e-bfa6-f9abb8a52026,\N,237,1,2026-08-14T23:20:00+00:00
251,e7c63421-97d2-555e-9731-46cb0f04f637,\N,237,1,2026-08-15T00:00:00+00:00
252,e1f9b739-b2d3-51e6-9609-05805a6d151c,\N,237,1,2026-08-15T00:40:00+00:00
253,6d9d0917-bda8-5863-abe4-92d14b0cc926,\N,237,1,2026-08-15T01:20:00+00:00
254,405fd522-6b0d-52fc-b397-dc3ce2e4a2ea,\N,237,1,2026-08-15T02:00:00+00:00
255,82a5c89c-0b3a-58b9-9259-837a5348a5c2,\N,237,1,2026-08-15T02:40:00+00:00
256,51420309-4688-52d6-84b9-51c0dc3a900e,\N,237,1,2026-08-15T03:20:00+00:00
257,8ecc0792-3789-53b2-a26e-fc6daa886eb7,\N,238,1,2026-08-15T05:00:00+00:00
258,7298015b-9105-595a-b879-3013c08053f7,126,\N,1,2026-08-15T05:30:00+00:00
259,341a0cef-f4a9-53ee-8980-229dc154ff4e,126,\N,1,2026-08-15T05:30:00+00:00
260,4cf03b5a-e2ca-57f2-95b8-16a3b92247e6,126,\N,1,2026-08-15T05:30:00+00:00
261,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,126,\N,1,2026-08-15T05:30:00+00:00
262,77c684c4-9514-5edc-85ff-1052c8544c14,126,\N,1,2026-08-15T05:30:00+00:00
263,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,126,\N,1,2026-08-15T05:30:00+00:00
264,7ef6d8e7-132e-5da5-a653-16dd2e5719c4,126,\N,1,2026-08-15T05:30:00+00:00
265,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,126,\N,1,2026-08-15T05:30:00+00:00
266,95ff45a0-9b28-55cb-bba6-22a608a4e30d,126,\N,1,2026-08-15T05:30:00+00:00
267,52ab3a8f-ec5c-5e66-bcd5-efc304512118,\N,239,1,2026-08-28T08:00:00+00:00
268,01c00e49-c4d6-5d4b-bbc1-8aa3fe21ba2a,\N,239,1,2026-08-28T08:40:00+00:00
269,63fdd1e3-9db3-5b05-9799-510eea6abab7,\N,240,1,2026-08-28T15:00:00+00:00
270,c6286e16-5e03-594c-aa67-861b8ba91b33,127,\N,1,2026-08-29T05:30:00+00:00
271,53f78f7e-e2df-586b-b483-5748c92d0f9f,127,\N,1,2026-08-29T05:30:00+00:00
272,1062abbb-4fcd-51a9-95fc-5474e4af7640,127,\N,1,2026-08-29T05:30:00+00:00
273,4966bb54-4d4f-5992-8586-1bd44991d17f,127,\N,1,2026-08-29T05:30:00+00:00
274,e3efd234-c7f9-5957-937f-661b1c3981ef,\N,241,1,2026-09-17T12:00:00+00:00
275,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,\N,243,1,2026-09-18T02:00:00+00:00
276,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,\N,243,1,2026-09-18T02:40:00+00:00
277,37b7aed3-d207-54f7-b4ec-0e05c50eaeb2,128,\N,1,2026-09-18T09:30:00+00:00
278,1dd6da2f-292d-52b5-8e0e-a84885e81ba1,128,\N,1,2026-09-18T09:30:00+00:00
279,50d6350f-ffd4-59ad-a1ff-65a49a77a913,\N,244,1,2026-09-12T09:00:00+00:00
280,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,\N,244,1,2026-09-12T09:40:00+00:00
281,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,\N,244,1,2026-09-12T10:20:00+00:00
282,52ab3a8f-ec5c-5e66-bcd5-efc304512118,\N,244,1,2026-09-12T11:00:00+00:00
283,5c465a9a-bc36-5d7b-b5a2-0f18d9dab68a,\N,244,1,2026-09-12T11:40:00+00:00
284,d9aaa9eb-5304-587b-b0f4-42a2d5930f54,\N,244,1,2026-09-12T12:20:00+00:00
285,34046d1a-c67e-5a81-b9d5-47dd4840c4fe,\N,244,1,2026-09-12T13:00:00+00:00
286,8ecc0792-3789-53b2-a26e-fc6daa886eb7,\N,244,1,2026-09-12T13:40:00+00:00
287,f4b545d6-b6c0-54b8-847e-101d68428b48,\N,244,1,2026-09-12T14:20:00+00:00
288,53f78f7e-e2df-586b-b483-5748c92d0f9f,129,\N,1,2026-09-13T06:30:00+00:00
289,9c9c228f-3bd5-5da4-b666-fbfab93b4b7e,130,\N,1,2026-08-17T02:30:00+00:00
290,85df6dcd-e42a-581f-802b-eb93568b74eb,130,\N,1,2026-08-17T02:30:00+00:00
291,6690668c-e73d-51ff-9ca4-36bec9b8c175,130,\N,1,2026-08-17T02:30:00+00:00
292,90cced0e-f2c7-528c-bd28-38c44ead6c98,130,\N,1,2026-08-17T02:30:00+00:00
293,3d0f3e54-413b-5a89-bc88-8cb0e7246b97,130,\N,1,2026-08-17T02:30:00+00:00
294,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,130,\N,1,2026-08-17T02:30:00+00:00
295,3b932376-f549-5a1c-a24b-664b4bc338e3,130,\N,1,2026-08-17T02:30:00+00:00
296,ea7edc0e-b64d-545f-b311-b4ee943f2935,130,\N,1,2026-08-17T02:30:00+00:00
297,54561bf4-fe37-5b37-934d-9c7f81542f8b,130,\N,1,2026-08-17T02:30:00+00:00
298,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,131,\N,1,2026-09-15T01:30:00+00:00
299,b7180518-4b5b-54ef-9060-958212d05ab7,131,\N,1,2026-09-15T01:30:00+00:00
300,ee289908-380a-5bb3-8fdc-0990b203929b,131,\N,1,2026-09-15T01:30:00+00:00
301,fb400c3e-ecd0-522e-8b8e-1323946be71a,131,\N,1,2026-09-15T01:30:00+00:00
302,f22a7317-9c2b-5d13-99b9-1a1622094bb3,131,\N,1,2026-09-15T01:30:00+00:00
303,a60d0128-bffa-5d2d-9915-36693e6bc3ba,131,\N,1,2026-09-15T01:30:00+00:00
304,58074159-53d7-5a52-8436-d84a05af35a9,131,\N,1,2026-09-15T01:30:00+00:00
305,f0ca4141-ccff-5472-ba76-f4b194108c7b,131,\N,1,2026-09-15T01:30:00+00:00
306,373cd20e-25d5-5a46-a0ae-18157cf68a55,131,\N,1,2026-09-15T01:30:00+00:00
307,f2561442-8439-5138-9a3b-8bcf96f16609,131,\N,1,2026-09-15T01:30:00+00:00
308,4307ee18-2e16-50be-abbc-db160bb8e8fd,131,\N,1,2026-09-15T01:30:00+00:00
309,44a33563-638c-52da-ae01-285f43dfcb99,131,\N,1,2026-09-15T01:30:00+00:00
310,2e2e8079-6c9e-51c9-bc7e-1475045fd514,131,\N,1,2026-09-15T01:30:00+00:00
311,7ef6d8e7-132e-5da5-a653-16dd2e5719c4,131,\N,1,2026-09-15T01:30:00+00:00
312,1873645b-b54c-51dc-a41a-7131e831a64f,131,\N,1,2026-09-15T01:30:00+00:00
313,63fdd1e3-9db3-5b05-9799-510eea6abab7,131,\N,1,2026-09-15T01:30:00+00:00
314,52ab3a8f-ec5c-5e66-bcd5-efc304512118,131,\N,1,2026-09-15T01:30:00+00:00
315,484e243b-afd7-5767-bb0f-4262c0334aea,131,\N,1,2026-09-15T01:30:00+00:00
316,0e49007f-82be-5238-a956-37d8f7b40d4c,131,\N,1,2026-09-15T01:30:00+00:00
317,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,131,\N,1,2026-09-15T01:30:00+00:00
318,ea7edc0e-b64d-545f-b311-b4ee943f2935,131,\N,1,2026-09-15T01:30:00+00:00
319,50de23a6-cd45-55ac-adb0-06d14b4ed8ce,\N,248,1,2026-08-11T02:00:00+00:00
320,1767869f-381f-59b9-acac-01da2d539e40,132,\N,1,2026-08-11T09:30:00+00:00
321,a36cd93c-2f0c-5956-9a51-8094e39a7bed,132,\N,1,2026-08-11T09:30:00+00:00
322,fb400c3e-ecd0-522e-8b8e-1323946be71a,132,\N,1,2026-08-11T09:30:00+00:00
323,3a376c3a-3e46-5c8c-815c-232b66ca9bc8,132,\N,1,2026-08-11T09:30:00+00:00
324,473b12ab-4d0d-5b7f-89b2-c0a1e2405c60,132,\N,1,2026-08-11T09:30:00+00:00
325,5c465a9a-bc36-5d7b-b5a2-0f18d9dab68a,132,\N,1,2026-08-11T09:30:00+00:00
326,90cced0e-f2c7-528c-bd28-38c44ead6c98,132,\N,1,2026-08-11T09:30:00+00:00
327,774fd1d7-ca6b-5177-9d91-fc7b24739425,132,\N,1,2026-08-11T09:30:00+00:00
328,6cf4bb40-4d81-5eb3-b9d9-5841cd55724e,132,\N,1,2026-08-11T09:30:00+00:00
329,e0b64119-ecb0-52a5-852d-39c211ce337a,132,\N,1,2026-08-11T09:30:00+00:00
330,25797954-b022-582e-8349-e1e2c141368c,132,\N,1,2026-08-11T09:30:00+00:00
331,06657aeb-b604-5b0d-9281-d2e5afb78a9d,132,\N,1,2026-08-11T09:30:00+00:00
332,64609795-d498-5ea7-ad33-a3bcecf9d962,\N,249,1,2026-08-05T11:00:00+00:00
333,ab45f9eb-3fee-5ea5-bccb-faffc50f3e76,\N,249,1,2026-08-05T11:40:00+00:00
334,f0f4eb8c-a1ed-50a1-bc7d-2863700a31a5,\N,249,1,2026-08-05T12:20:00+00:00
335,d16e3cdc-2868-563d-867d-62fa9b8b24ea,\N,249,1,2026-08-05T13:00:00+00:00
336,49a9d8f7-08ea-5972-af3a-0ca0a6c06e59,\N,249,1,2026-08-05T13:40:00+00:00
337,6467241a-6abd-5888-8e87-40e0e86cbc55,\N,249,1,2026-08-05T14:20:00+00:00
338,0b532307-3033-5baf-b61c-915d1213c01f,\N,250,1,2026-08-05T18:00:00+00:00
339,44f09dba-7a20-5f46-840b-4670e6c7eb92,\N,250,1,2026-08-05T18:40:00+00:00
340,e0b64119-ecb0-52a5-852d-39c211ce337a,\N,250,1,2026-08-05T19:20:00+00:00
341,368442e7-2dfe-5df4-9ab7-a468b984050a,\N,250,1,2026-08-05T20:00:00+00:00
342,baa8ef70-5b01-5a49-84cb-71c353290705,\N,250,1,2026-08-05T20:40:00+00:00
343,7298015b-9105-595a-b879-3013c08053f7,\N,250,1,2026-08-05T21:20:00+00:00
344,a53c485b-a35c-51fb-84a5-364207ce0adb,\N,251,1,2026-08-06T01:00:00+00:00
345,20b63262-d3e6-555a-95b2-84fc87694a19,\N,251,1,2026-08-06T01:40:00+00:00
346,6988340a-a3c1-5fda-a996-711f1723c649,\N,251,1,2026-08-06T02:20:00+00:00
347,d6b81cb4-a299-5894-baa5-463cb63679a3,\N,251,1,2026-08-06T03:00:00+00:00
348,a0a53b38-722a-56e6-a52c-fe0e06169a59,\N,252,1,2026-08-06T08:00:00+00:00
349,90cced0e-f2c7-528c-bd28-38c44ead6c98,\N,252,1,2026-08-06T08:40:00+00:00
350,f6e8344b-87f4-5461-93fc-b01ff1ae4265,\N,252,1,2026-08-06T09:20:00+00:00
351,ef763ec1-f93c-5744-9640-4ca59adf9347,\N,252,1,2026-08-06T10:00:00+00:00
352,508d03e7-de84-523a-8242-f48abc9451d7,\N,252,1,2026-08-06T10:40:00+00:00
353,7b48b183-5d87-500f-9cec-2e003c19efac,\N,252,1,2026-08-06T11:20:00+00:00
354,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,133,\N,1,2026-08-06T08:30:00+00:00
355,10feece1-a2cd-532b-8488-21659a3bee22,133,\N,1,2026-08-06T08:30:00+00:00
356,50d6350f-ffd4-59ad-a1ff-65a49a77a913,133,\N,1,2026-08-06T08:30:00+00:00
357,a53c485b-a35c-51fb-84a5-364207ce0adb,133,\N,1,2026-08-06T08:30:00+00:00
358,e0b64119-ecb0-52a5-852d-39c211ce337a,133,\N,1,2026-08-06T08:30:00+00:00
359,7298015b-9105-595a-b879-3013c08053f7,133,\N,1,2026-08-06T08:30:00+00:00
360,a0a53b38-722a-56e6-a52c-fe0e06169a59,133,\N,1,2026-08-06T08:30:00+00:00
361,06657aeb-b604-5b0d-9281-d2e5afb78a9d,133,\N,1,2026-08-06T08:30:00+00:00
362,1bc15434-bc22-56cc-a890-336efd2a11e5,133,\N,1,2026-08-06T08:30:00+00:00
363,9c9c228f-3bd5-5da4-b666-fbfab93b4b7e,\N,254,1,2026-08-11T11:00:00+00:00
364,8ae0340a-8eaf-5e9d-9db0-ac449334023d,\N,254,1,2026-08-11T11:40:00+00:00
365,45abfe15-6e8d-57cf-bda3-b7ae2b5c0bc7,134,\N,1,2026-08-12T01:30:00+00:00
366,b0ebc690-efe0-594f-bd55-e4d7ec3454bc,134,\N,1,2026-08-12T01:30:00+00:00
367,783491ec-2857-52e8-a102-766d7abba6d2,134,\N,1,2026-08-12T01:30:00+00:00
368,8ecc0792-3789-53b2-a26e-fc6daa886eb7,134,\N,1,2026-08-12T01:30:00+00:00
369,001e944b-e64e-5742-afb7-5e04327e41ee,134,\N,1,2026-08-12T01:30:00+00:00
370,40120057-c43a-5745-9d3a-d9b0c6b1e84e,\N,257,1,2026-08-19T11:00:00+00:00
371,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,\N,258,1,2026-08-19T18:00:00+00:00
372,01c00e49-c4d6-5d4b-bbc1-8aa3fe21ba2a,\N,258,1,2026-08-19T18:40:00+00:00
373,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,\N,258,1,2026-08-19T19:20:00+00:00
